"charge"	"convexhull_xCoor"	"convexhull_yCoor"	"id"	"intensity"	"overallquality"	"position_dim0"	"position_dim1"	"quality_dim0"	"quality_dim1"	"spectrum_index"	"spectrum_native_id"
2	3837.3	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3838.57	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3839.54	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3840.07	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3841.48	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3843.31	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3845.31	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3847.14	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3849.33	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3850.27	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3851.43	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3852.2	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3853.55	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3854.7	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3856	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3856.81	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3858.11	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3859.02	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3860.57	589.73	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3862.93	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3864.55	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3865.82	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3867.44	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3868.4	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3871.93	589.73	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3872.72	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3873.43	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3874.55	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3876.19	589.72	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3878.34	589.72	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3881.11	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3883.09	589.72	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3885.1	589.75	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3885.1	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3883.09	592.34	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3881.11	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3878.34	592.35	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3876.19	592.35	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3874.55	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3873.43	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3872.72	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3871.93	592.36	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3868.4	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3867.44	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3865.82	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3864.55	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3862.93	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3860.57	592.36	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3859.02	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3858.11	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3856.81	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3856	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3854.7	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3853.55	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3852.2	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3851.43	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3850.27	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3849.33	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3847.14	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3845.31	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3843.31	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3841.48	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3840.07	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3839.54	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3838.57	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3837.3	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3836.44	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3834.83	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3834.07	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3832.65	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3832.12	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3830.8	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3829.13	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3827.82	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3826.89	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3825.6	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3823.87	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3822.33	592.25	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3821.12	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3820.43	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3818.95	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3818.02	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3817	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3815.29	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3813.81	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3812.18	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3811.25	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3810.19	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3808.4	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3806.91	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3805.95	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3802.75	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3800.93	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3799.41	592.48	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
2	3797.14	592.38	"f_2444900193131259878"	5.49E+006	128295	3839.62	589.87	0	0	2764	14758
3	1986.14	796.64	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1988	796.63	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1992.13	796.64	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1994	796.64	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1995.62	796.64	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1996.92	796.6	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1998.23	796.64	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2000.49	796.64	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2002.25	796.64	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2004.44	796.64	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2006.15	796.63	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2011.02	796.63	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2013.43	796.64	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2013.43	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2011.02	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2006.15	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2004.44	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2002.25	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2000.49	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1998.23	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1996.92	799.02	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1995.62	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1994	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1992.13	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1988	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	1986.14	799.05	"f_18178836531573487427"	1.86E+006	208643	1999.14	796.71	0	0	1511	6267
3	2630.49	746.62	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2632.32	746.62	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2634.06	746.62	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2636.04	746.62	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2638.4	746.62	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2640.17	746.62	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2642.18	746.62	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2643.31	746.62	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2645.36	746.62	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2647.26	746.62	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2647.26	749.04	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2645.36	749.04	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2643.31	749.04	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2642.18	749.04	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2640.17	749.04	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2638.4	749.04	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2636.04	749.04	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2634.06	749.04	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2632.32	749.04	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2630.49	749.04	"f_15177294341548527346"	1.10E+006	202145	2638.96	746.71	0	0	1919	9285
3	2945.34	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2947.09	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2950.02	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2952.06	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2953.78	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2955.1	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2956.14	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2957.83	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2959.63	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2961.29	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2963.09	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2964.43	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2966.37	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2967.33	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2968.46	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2970.38	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2971.58	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2972.94	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2974.17	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2975.23	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2977.31	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2978.56	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2980.53	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2982.03	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2983.34	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2984.36	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2986.33	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2988.87	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2991.69	1096.09	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2991.69	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2988.87	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2986.33	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2984.36	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2983.34	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2982.03	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2980.53	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2978.56	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2977.31	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2975.23	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2974.17	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2972.94	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2971.58	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2970.38	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2968.46	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2967.33	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2966.37	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2964.43	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2963.09	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2961.29	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2959.63	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2957.83	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2956.14	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2955.1	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2953.78	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2952.06	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2950.02	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2947.09	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	2945.34	1098.84	"f_4030938318205789070"	1.36E+007	707062	2968.46	1096.17	0	0	2127	10952
3	411.86	740.72	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	412.73	740.72	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	415.33	740.72	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	416.21	740.72	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	418.85	740.72	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	420.6	740.72	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	421.47	740.72	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	423.24	740.72	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	424.12	740.72	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	424.12	743.14	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	423.24	743.13	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	421.47	743.13	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	420.6	743.14	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	418.85	743.14	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	416.21	743.14	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	415.33	743.14	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	412.73	743.14	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	411.86	743.14	"f_736919886620907222"	283867	12475.2	418.27	740.8	0	0	452	461
3	2771.91	756.3	"f_7261906726349238948"	1.37E+006	199851	2781.17	756.38	0	0	2005	10020
3	2775.07	756.3	"f_7261906726349238948"	1.37E+006	199851	2781.17	756.38	0	0	2005	10020
3	2777.03	756.3	"f_7261906726349238948"	1.37E+006	199851	2781.17	756.38	0	0	2005	10020
3	2778.63	756.3	"f_7261906726349238948"	1.37E+006	199851	2781.17	756.38	0	0	2005	10020
3	2779.66	756.3	"f_7261906726349238948"	1.37E+006	199851	2781.17	756.38	0	0	2005	10020
3	2781.44	756.3	"f_7261906726349238948"	1.37E+006	199851	2781.17	756.38	0	0	2005	10020
